pair_ID	sentence_AB	E_judgment
4481	The woman is pouring oil into the pan. [SEP] Oil is being poured into the pan by the woman.	0
4486	The boy is not playing the piano. [SEP] The woman is pouring oil into the pan.	2
4487	The woman is pouring oil into the pan. [SEP] The boy is playing the piano.	2
4490	A girl is brushing her hair. [SEP] A girl is styling her hair.	0
4497	The doctors are healing a man. [SEP] The doctors are reviving a man.	0
4498	The doctors are reviving a man. [SEP] The doctors are not reviving a man.	1
4501	The doctor is helping the patient. [SEP] The patient is helping the doctor.	2
4503	The doctor is not helping the patient. [SEP] The doctors are reviving a man.	2
4507	The doctors are reviving a man. [SEP] The doctor is helping the patient.	0
4509	There is no man massaging a woman. [SEP] A man is massaging a woman.	1
4511	There is no man screwing a piece of wood to a wall. [SEP] A man is screwing a piece of wood to a wall.	1
4513	A man is massaging a woman. [SEP] There is no man screwing a piece of wood to a wall.	2
4514	A woman is being massaged by a man. [SEP] A man is screwing a piece of wood to a wall.	2
4515	A man is screwing a piece of wood to a wall. [SEP] There is no man massaging a woman.	2
4516	A man is massaging a woman. [SEP] A man is screwing a piece of wood to a wall.	2
4517	A man is playing a flute. [SEP] A flute is being played by a man.	0
4522	A man is playing a flute. [SEP] There is no man playing a guitar.	2
4523	A man is playing a guitar. [SEP] A flute is being played by a man.	2
4524	A man is playing a guitar. [SEP] There is no man playing a flute.	2
4525	A man is playing a flute. [SEP] A man is playing a guitar.	2
4526	A man is driving a car. [SEP] A man is driving a vehicle.	0
4529	A man is riding a horse. [SEP] There is no man riding a horse.	1
4534	A man is driving a car. [SEP] A man is riding a horse.	2
4540	A cat is crawling under a piece of furniture. [SEP] There is no cat sliding upside down under a couch.	2
4541	A cat is sliding upside down under a couch. [SEP] An animal is crawling under a piece of furniture.	0
4544	A horse is being ridden by a man. [SEP] A man is riding a horse.	0
4549	A man is riding a horse. [SEP] There is no woman riding a horse.	2
4551	There is no man riding a horse. [SEP] A woman is riding a horse.	2
4553	A man is emptying a container made of plastic. [SEP] A man is emptying a plastic container.	0
4556	A man is shaking a container over a sink in the kitchen. [SEP] There is no man shaking a container over a sink in the kitchen.	1
4558	There is no man shaking a container over a sink in the kitchen. [SEP] A man is emptying a plastic container.	2
4559	A man is shaking a container over a sink in the kitchen. [SEP] A man is emptying a container made of plastic.	2
4562	Some men are fighting. [SEP] A group of men is fighting.	0
4564	Two men are battling. [SEP] Two men are fighting.	0
4565	Two men are not fighting. [SEP] Two men are fighting.	1
4567	Two men are not fighting. [SEP] Some men are fighting.	2
4569	There are no men fighting. [SEP] Two men are fighting.	1
4570	Two men are fighting. [SEP] Some men are fighting.	0
4573	Two women are happily dancing. [SEP] Two women are dancing.	0
4574	Two women are dancing. [SEP] Two women are not dancing.	1
4579	Two women are dancing. [SEP] A couple of policewomen are singing karaoke.	2
4580	A horse is being ridden by a woman. [SEP] A woman is riding a horse.	0
4581	A woman is riding a horse. [SEP] A woman is not riding a horse.	1
4585	A woman is riding a horse. [SEP] There is no woman riding a horse.	1
4590	There is no hamster singing. [SEP] A hamster is singing.	1
4595	A small animal is singing. [SEP] A person is slicing some onions.	2
4596	There is no hamster singing. [SEP] A person is slicing some onions.	2
4597	A person is slicing some onions. [SEP] A hamster is singing.	2
4601	There is no man singing and playing a guitar. [SEP] A man is singing and playing a guitar.	1
4605	There is no man playing a guitar. [SEP] A man is singing and playing a guitar.	1
4606	A man is singing and playing a guitar. [SEP] A man is playing a guitar.	0
4611	A man is driving a car. [SEP] A man is driving a vehicle.	0
4612	There is no man driving a car. [SEP] A man is driving a car.	1
4616	A boy is cutting grass with scissors. [SEP] A kid is cutting grass with scissors.	0
4617	There is no boy cutting grass with scissors. [SEP] A boy is cutting grass with scissors.	1
4619	The boy is cutting the grass by the curb with scissors. [SEP] The boy is not cutting the grass by the curb with scissors.	1
4626	A man is playing a violin. [SEP] There is no man playing a violin.	1
4630	A man is playing a violin. [SEP] The baby is not laughing and crawling.	2
4632	There is no man playing a violin. [SEP] The baby is laughing and crawling.	2
4633	A man is playing a violin. [SEP] The baby is laughing and crawling.	2
4634	A man is playing a harp. [SEP] A harp is being played by a man.	0
4635	There is no man playing a harp. [SEP] A man is playing a harp.	1
4636	A keyboard is being played by a man. [SEP] A man is playing a keyboard.	0
4637	There is no man playing a keyboard. [SEP] A man is playing a keyboard.	1
4643	A man is cutting a cord with a sword. [SEP] A man is cutting a rope with a sword.	0
4644	There is no man cutting a rope with a sword. [SEP] A man is cutting a rope with a sword.	1
4646	A man is tying a thick rope. [SEP] A man is cutting a thick rope with a sword.	2
4648	A man is cutting a rope with a sword. [SEP] A man is tying a thick rope.	2
4651	A man is cutting a thick rope with a sword. [SEP] A man is cutting a rope with a sword.	0
4652	A man is removing the peel of an onion. [SEP] A man is peeling an onion.	0
4653	There is no man peeling an onion. [SEP] A man is peeling an onion.	1
4656	A man is walking along a track through a wilderness. [SEP] A man is peeling an onion.	2
4659	A man is walking along a path through a wilderness. [SEP] There is no man peeling an onion.	2
4660	A man is peeling an onion. [SEP] A man is walking along a path through a wilderness.	2
4662	There is no woman cutting a potato. [SEP] A woman is cutting a potato.	1
4663	An onion is being sliced by a woman. [SEP] A woman is slicing an onion.	0
4664	There is no woman slicing an onion. [SEP] A woman is slicing an onion.	1
4665	A woman is cutting a potato. [SEP] An onion is being sliced by a woman.	2
4666	A woman is cutting a potato. [SEP] There is no woman slicing an onion.	2
4668	A woman is slicing an onion. [SEP] There is no woman cutting a potato.	2
4669	A woman is slicing an onion. [SEP] A woman is cutting a potato.	2
4671	A man is drilling a hole in a piece of wood. [SEP] A man is closing a hole in a piece of wood.	1
4673	Someone is drilling a hole in a strip of wood with a power drill. [SEP] Someone is making a hole in a strip of wood with a drill.	0
4674	Nobody is drilling a hole in a strip of wood with a power drill. [SEP] Someone is drilling a hole in a strip of wood with a power drill.	1
4679	A man is drilling a hole with a piece of wood. [SEP] Someone is drilling a hole in a strip of wood with a power drill.	2
4680	Someone is drilling a hole in a strip of wood with a power drill. [SEP] A man is drilling a hole in a piece of wood.	0
4681	A woman is slicing an onion. [SEP] A woman is cutting an onion.	0
4683	A woman is slicing garlic. [SEP] A woman is cutting garlic.	0
4685	A woman is cutting garlic. [SEP] A woman is slicing an onion.	2
4686	A woman is not slicing garlic. [SEP] A woman is slicing an onion.	2
4687	A woman is slicing garlic. [SEP] A woman is cutting an onion.	2
4688	A woman is slicing garlic. [SEP] A woman is not slicing an onion.	2
4689	A woman is slicing an onion. [SEP] A woman is slicing garlic.	2
4696	A man is showing off a small monkey. [SEP] A man is holding an animal, which is small, in one hand.	0
4697	A man is showing off a small monkey. [SEP] A man is holding a big animal in one hand.	2
4699	A group of boys is playing soccer on the seashore. [SEP] A group of boys is playing soccer on the beach.	0
4700	A group of boys is not playing soccer on the beach. [SEP] A group of boys is playing soccer on the beach.	1
4701	A group of men is playing soccer on the beach. [SEP] A group of men is playing with a ball on the beach.	0
4702	A group of women is playing with a ball on the beach. [SEP] A group of men is playing soccer on the beach.	2
4710	Some pieces of butter are being added to the stand mixer. [SEP] Pieces of butter are being added to the stand mixer.	0
4711	There is no butter being added to the stand mixer. [SEP] Pieces of butter are being added to the stand mixer.	1
4712	Some pieces of butter are being added to the stand mixer. [SEP] A man is cutting pieces of butter into a mixing bowl.	2
4713	A man is cutting pieces of butter into a mixing bowl. [SEP] There is no butter being added to the stand mixer.	2
4716	A man is cutting pieces of butter into a mixing bowl. [SEP] Pieces of butter are being added to the stand mixer.	0
4717	A monkey is kicking a person. [SEP] A person is being kicked by a monkey.	0
4718	There is no monkey kicking a person. [SEP] A monkey is kicking a person.	1
4720	A monkey is practicing martial arts. [SEP] A chimp is practicing martial arts.	0
4724	A person is being kicked by a monkey. [SEP] A monkey is practicing martial arts.	2
4725	A monkey is practicing martial arts. [SEP] There is no monkey kicking a person.	2
4728	A man is fixing a silencer to a gun. [SEP] A man is applying a silencer to a gun.	0
4729	There is no man fixing a silencer to a gun. [SEP] A man is fixing a silencer to a gun.	1
4731	A man is fitting a silencer to a pistol. [SEP] There is no man fitting a silencer to a pistol.	1
4735	A man is fitting a silencer to a pistol. [SEP] There is no man fixing a silencer to a gun.	1
4740	A person is performing tricks on a motorcycle. [SEP] A person is not performing tricks on a motorcycle.	1
4742	A man on a motorcycle is riding on one wheel. [SEP] A person is performing acrobatics on a motorcycle.	0
4743	A person is not performing tricks on a motorcycle. [SEP] A man on a motorcycle is riding on one wheel.	2
4745	A man on a motorcycle is doing a trick. [SEP] A person is performing tricks on a motorcycle.	0
4746	A person is performing tricks on a motorcycle. [SEP] A man on a motorcycle is not riding on one wheel.	2
4752	A little girl is playing the violin on a beach. [SEP] The girl is sitting on the sofa and crocheting.	2
4753	A little girl is playing the violin on a beach. [SEP] The girl is standing on the couch and crocheting.	2
4756	A little girl is playing the violin on a beach. [SEP] The girl is sitting on the couch and is crocheting.	2
4759	A man is singing into an old microphone. [SEP] A man is singing into a microphone.	0
4760	A woman is singing into a microphone. [SEP] A man is singing into a microphone.	2
4761	A man is dancing in the rain. [SEP] A man is singing into an old microphone.	2
4762	A man is dancing in the rain. [SEP] A woman is singing into a microphone.	2
4763	A person is dancing in the rain. [SEP] A man is singing into a microphone.	2
4764	A man is singing into a microphone. [SEP] A man is sitting in the rain.	2
4766	A man is cooking a snake. [SEP] A man is roasting a snake.	0
4769	The man is removing sliced cucumbers from water. [SEP] The man is dropping sliced cucumbers into water.	2
4771	The man is removing sliced cucumbers from water. [SEP] A man is cooking a snake.	2
4774	A man is cooking a snake. [SEP] The man is dropping sliced cucumbers into water.	2
4777	A little boy is playing a guitar. [SEP] A young boy is playing a guitar.	0
4780	A boy is playing guitar. [SEP] A little girl is playing a guitar.	2
4782	A little boy is playing a guitar. [SEP] There is no boy playing guitar.	1
